rain_7d_mm,et0_7d_mm,temp_high_f,temp_low_f,humidity_pct,forecast_precip_mm_d0,forecast_precip_prob_d0,forecast_precip_mm_d1_d2,forecast_temp_max_c,days_since_watered,maturity_days,seedling_frac,kc_avg,mm_day_avg,sand_pct,clay_pct,bed_area_m2,water_mm_today
60,10,60,75,70,10,0,0,40,1,45,0.0,1.2,6.0,50,15,1.5,0.39
30,45,105,55,50,0,0,0,18,4,21,0.0,0.85,5.0,50,33,1.5,0.0
30,45,75,75,50,2,0,20,25,7,45,0.5,0.6,5.0,15,50,3.0,2.96
0,45,105,75,90,0,90,5,18,4,90,0.0,1.2,4.0,15,33,1.5,31.89
5,20,75,65,70,2,0,5,33,0,45,1.0,1.2,2.0,50,33,3.0,0.2
60,20,60,55,30,2,60,20,40,4,7,1.0,1.05,4.0,33,50,6.0,0.0
0,20,75,45,70,0,30,20,40,7,45,1.0,1.05,4.0,33,50,3.0,6.6
60,10,60,65,70,25,90,0,40,0,45,0.0,0.85,6.0,33,33,3.0,0.28
5,10,105,75,70,25,0,20,18,4,90,1.0,1.2,6.0,50,15,6.0,3.7
60,45,105,75,50,2,60,20,25,4,7,1.0,1.05,2.0,33,50,1.5,0.0
15,10,85,45,70,25,90,20,33,4,7,0.0,0.6,4.0,33,50,1.5,0.0
15,30,85,65,50,25,90,20,40,1,21,0.5,1.05,4.0,50,15,6.0,0.72
60,30,95,55,50,0,60,5,25,2,7,1.0,1.05,4.0,50,33,6.0,0.0
30,20,85,75,50,2,90,20,25,1,45,1.0,1.05,2.0,15,50,1.5,0.0
15,10,95,65,90,10,0,20,33,4,45,0.5,0.85,2.0,15,33,6.0,0.0
60,10,105,45,30,25,90,0,18,1,45,1.0,0.85,5.0,15,15,3.0,0.11
15,30,95,45,70,10,30,0,25,1,45,1.0,0.85,6.0,33,50,6.0,0.42
0,20,95,75,70,0,0,20,33,1,7,0.5,0.6,2.0,33,15,3.0,0.14
0,45,105,45,50,25,0,5,33,1,21,1.0,1.05,6.0,15,15,3.0,3.26
60,45,95,45,70,25,90,20,40,2,45,0.0,0.85,6.0,50,33,6.0,0.0
15,30,105,75,70,10,60,0,25,2,7,0.0,1.2,5.0,15,15,1.5,0.7
0,10,75,65,70,2,30,0,25,1,7,0.5,1.05,2.0,15,15,3.0,1.52
5,45,105,55,30,10,60,5,40,4,90,0.0,1.2,4.0,33,33,6.0,16.16
30,30,95,55,30,2,60,20,25,2,45,0.0,0.6,4.0,15,50,6.0,0.08
5,20,60,55,50,2,0,20,33,7,7,0.0,1.2,2.0,15,50,1.5,5.78
30,30,95,55,50,25,60,0,25,4,90,1.0,0.6,6.0,15,15,3.0,0.0
15,30,95,55,90,2,0,5,25,7,7,1.0,1.2,6.0,50,50,1.5,39.37
0,45,60,55,90,0,90,0,18,4,21,0.0,1.2,4.0,50,50,6.0,32.08
0,30,75,55,50,2,90,0,18,4,45,1.0,0.6,5.0,15,50,6.0,12.04
5,20,75,65,70,2,30,5,33,2,90,0.0,1.2,6.0,50,50,3.0,4.39
15,20,60,65,70,10,90,20,18,1,90,1.0,1.2,2.0,15,50,1.5,0.89
30,10,75,45,70,2,90,20,40,0,21,0.5,1.05,4.0,50,50,6.0,0.01
0,20,85,75,30,2,30,0,18,2,90,1.0,1.2,6.0,33,50,1.5,9.31
15,30,75,55,90,0,0,0,18,2,45,0.0,1.2,2.0,50,50,3.0,0.14
5,20,105,45,30,2,30,20,33,0,7,0.5,0.85,6.0,33,50,6.0,0.12
60,20,60,55,30,25,90,0,25,7,90,0.0,0.6,4.0,33,15,6.0,0.17
5,20,60,75,90,25,30,0,18,7,7,0.0,0.6,6.0,33,15,1.5,3.23
5,10,60,45,90,2,60,20,40,1,21,1.0,0.85,2.0,33,50,1.5,0.0
60,10,75,75,70,0,30,5,25,0,7,0.5,0.6,6.0,50,50,1.5,0.19
15,10,105,65,50,2,60,5,25,0,21,1.0,1.05,5.0,50,33,1.5,0.3
0,20,105,65,50,25,0,0,25,4,7,0.0,1.05,4.0,33,33,6.0,3.14
15,30,95,65,50,2,0,5,18,1,7,0.0,1.2,2.0,33,15,3.0,0.0
60,45,85,45,50,0,90,20,18,4,90,1.0,0.6,6.0,15,15,1.5,0.0
15,10,85,65,70,2,0,0,33,0,21,0.0,0.6,2.0,50,33,3.0,0.62
30,30,95,65,30,10,90,20,33,2,45,0.5,0.85,4.0,33,33,1.5,0.0
5,30,95,75,30,0,0,20,18,0,7,0.0,0.85,2.0,50,33,6.0,0.07
15,10,95,55,90,0,0,20,18,2,90,0.0,0.85,2.0,50,15,3.0,0.54
0,45,60,55,30,25,90,0,25,0,90,1.0,0.85,5.0,15,15,3.0,0.0
15,45,85,55,90,2,0,20,25,0,7,1.0,1.2,4.0,33,50,6.0,0.47
15,45,95,75,70,25,0,0,18,7,7,0.5,0.85,4.0,50,33,1.5,13.35
30,30,95,75,90,2,0,5,18,7,21,0.0,1.2,2.0,15,15,3.0,16.27
30,45,95,45,70,10,0,0,18,0,90,1.0,1.2,6.0,15,33,1.5,0.72
60,20,105,45,70,0,60,0,18,2,21,0.0,1.05,2.0,50,33,6.0,0.09
60,45,95,75,50,0,30,5,40,0,90,0.5,1.05,2.0,33,33,1.5,0.34
0,45,95,65,50,2,30,5,40,1,21,1.0,1.05,2.0,50,33,1.5,8.04
0,30,75,75,50,0,30,5,18,7,90,1.0,0.85,2.0,15,33,1.5,26.92
0,30,60,45,50,10,90,0,18,0,90,0.0,1.05,2.0,15,50,3.0,0.0
15,30,105,55,50,0,90,5,25,7,90,1.0,1.05,6.0,15,50,1.5,40.0
60,10,95,75,70,25,0,0,25,4,7,0.5,1.2,2.0,50,50,1.5,0.04
5,45,105,65,50,25,30,5,40,7,90,1.0,0.6,5.0,15,50,3.0,11.44
0,45,60,65,90,0,90,20,25,1,90,0.5,0.85,5.0,50,33,3.0,1.82
0,45,105,75,50,10,0,20,40,2,90,0.5,0.85,5.0,50,33,1.5,4.03
5,10,95,45,50,10,0,5,25,1,45,1.0,0.85,6.0,33,50,6.0,0.6
5,10,105,55,70,25,30,20,18,4,21,0.5,1.2,6.0,15,50,3.0,2.41
0,10,60,65,30,2,0,20,25,2,21,0.0,1.2,2.0,15,15,3.0,0.74
30,10,85,55,50,0,60,5,18,4,45,1.0,0.6,4.0,33,33,3.0,0.0
60,10,95,65,30,2,60,5,18,7,90,0.5,0.6,6.0,50,33,6.0,0.01
0,20,85,45,30,25,90,20,25,0,45,0.0,1.2,5.0,33,50,1.5,0.22
60,20,95,75,70,25,30,20,40,7,90,0.5,1.2,5.0,50,15,3.0,0.0
15,30,85,45,30,0,30,20,25,0,90,0.5,0.85,6.0,50,15,3.0,0.43
30,10,75,75,50,25,60,0,40,1,7,1.0,1.05,5.0,33,50,1.5,0.37
30,45,60,45,30,10,30,5,33,1,7,0.5,1.2,6.0,50,33,6.0,0.44
30,45,95,45,70,25,60,0,18,2,45,0.5,1.05,6.0,33,33,6.0,0.0
0,45,85,65,50,2,0,5,25,1,45,0.5,1.2,6.0,15,50,1.5,7.08
15,10,60,75,70,10,30,0,18,4,21,0.0,0.6,4.0,15,33,1.5,0.0
30,45,95,75,70,25,30,5,18,4,7,0.0,0.6,4.0,33,50,1.5,0.92
60,30,105,75,30,0,0,0,40,7,90,0.5,1.2,4.0,15,15,1.5,0.6
60,30,95,45,70,25,30,20,40,2,21,1.0,1.2,2.0,15,50,1.5,0.15
60,30,75,75,70,2,90,5,40,7,7,0.5,1.05,4.0,33,33,6.0,0.0
5,30,75,45,50,10,60,5,33,0,7,1.0,1.2,5.0,33,50,3.0,0.0
5,20,60,45,50,2,30,20,40,2,90,1.0,0.6,6.0,33,33,1.5,1.34
5,30,75,75,50,0,30,20,40,1,7,0.5,1.05,2.0,50,50,1.5,0.49
30,20,60,65,70,2,0,5,25,2,21,0.5,0.85,5.0,15,33,1.5,0.0
0,10,105,45,90,25,90,20,33,7,7,0.5,1.05,4.0,33,33,3.0,5.01
15,30,95,45,50,10,0,5,25,4,7,0.0,1.05,4.0,50,50,1.5,4.66
5,45,105,65,90,25,30,20,18,2,45,0.5,0.85,6.0,15,33,3.0,3.55
5,10,60,75,70,2,60,0,25,7,21,1.0,1.2,4.0,50,15,1.5,14.0
60,10,75,45,90,0,90,0,25,1,7,1.0,0.85,4.0,15,15,1.5,0.04
5,20,60,45,30,25,90,5,40,0,7,0.0,1.2,6.0,15,15,6.0,0.0
0,30,75,65,90,0,60,0,25,7,45,0.5,0.85,2.0,50,50,1.5,29.42
60,20,75,65,70,25,60,20,18,0,7,0.0,0.6,6.0,33,15,1.5,0.0
15,30,85,75,90,0,60,0,18,4,90,1.0,1.2,6.0,33,15,1.5,20.13
15,30,60,45,50,10,0,5,33,0,90,1.0,1.05,6.0,15,50,6.0,0.06
0,30,105,55,90,25,30,5,25,4,90,0.0,1.2,6.0,15,50,1.5,6.07
60,10,95,75,30,10,0,5,40,1,45,0.5,0.6,6.0,33,15,6.0,0.0
60,20,75,45,30,2,90,20,33,4,21,0.5,0.6,5.0,15,50,1.5,0.1
60,30,75,45,90,10,60,20,33,0,90,0.5,1.2,5.0,50,15,6.0,0.0
5,45,85,75,50,0,0,20,25,2,7,1.0,1.2,4.0,33,33,1.5,5.51
30,30,105,45,90,0,60,20,33,2,21,0.0,1.05,5.0,33,33,1.5,0.58
15,45,105,55,30,2,30,5,40,0,7,1.0,0.6,2.0,50,33,1.5,0.95
30,30,60,75,50,2,30,5,40,1,21,1.0,1.05,5.0,15,15,1.5,0.0
30,20,75,65,90,2,0,0,40,0,90,1.0,1.05,2.0,33,15,1.5,0.27
0,10,60,65,30,2,90,0,18,2,21,0.5,0.6,2.0,50,33,1.5,0.65
30,10,105,55,50,0,0,5,18,4,45,1.0,0.6,2.0,33,33,6.0,0.35
60,30,105,65,70,2,30,20,40,4,21,0.5,1.05,4.0,50,33,3.0,0.0
30,10,95,45,50,25,30,5,18,1,7,0.0,1.05,5.0,15,15,3.0,0.11
30,20,75,45,90,10,30,20,33,4,45,1.0,0.85,5.0,15,33,6.0,0.0
0,45,85,75,30,25,90,0,25,2,45,1.0,0.85,5.0,15,33,1.5,2.86
15,45,75,45,70,10,0,5,40,2,7,0.5,1.05,6.0,50,33,3.0,2.1
0,30,95,55,50,2,0,20,18,7,45,0.5,0.6,2.0,33,50,6.0,6.17
60,10,75,45,30,0,90,20,40,0,7,0.0,1.05,5.0,50,33,6.0,0.11
30,10,75,55,30,25,60,0,33,2,7,1.0,0.85,2.0,15,50,1.5,0.44
60,30,60,45,50,25,0,0,33,0,45,0.0,0.85,5.0,50,50,6.0,0.98
60,30,95,65,30,25,60,0,40,0,90,1.0,0.85,4.0,33,50,6.0,0.44
60,30,60,55,30,0,0,5,33,7,21,0.5,0.6,4.0,50,50,1.5,0.14
0,30,85,55,30,2,90,0,33,0,7,1.0,1.05,2.0,15,50,3.0,0.51
5,30,85,55,70,10,30,0,33,4,7,0.0,0.6,6.0,33,50,6.0,6.32
0,10,95,75,30,0,90,20,40,4,45,0.0,0.85,6.0,50,33,6.0,1.12
5,20,105,65,70,10,30,0,18,4,90,0.5,1.2,4.0,33,33,1.5,11.58
5,20,85,45,30,25,30,5,33,2,21,0.5,0.85,5.0,15,33,6.0,1.2
5,20,75,55,70,10,0,0,18,0,7,1.0,1.2,2.0,33,15,1.5,0.66
60,45,105,65,50,0,30,0,18,4,90,0.5,0.85,4.0,50,15,3.0,0.36
30,30,105,75,70,2,0,0,40,2,21,0.5,0.6,4.0,15,33,6.0,0.0
5,10,75,75,70,10,30,0,33,4,90,0.0,0.85,2.0,33,15,1.5,3.22
5,10,75,55,90,2,0,20,25,0,45,1.0,0.6,6.0,50,15,6.0,0.0
15,10,95,45,30,25,30,20,33,2,7,1.0,1.05,6.0,50,33,1.5,0.0
60,10,60,65,50,25,30,0,40,7,21,1.0,1.2,4.0,50,33,3.0,0.0
15,10,60,55,50,25,30,0,18,1,21,1.0,1.05,4.0,50,15,1.5,0.0
15,10,85,65,90,10,30,20,25,7,7,0.0,1.2,5.0,50,50,6.0,2.78
5,10,75,45,50,0,30,0,33,1,21,0.0,0.85,6.0,33,33,1.5,0.0
15,20,60,55,30,25,60,0,40,2,90,0.0,0.6,2.0,33,50,6.0,0.0
5,45,95,75,70,25,0,20,25,1,7,1.0,0.6,4.0,50,15,3.0,0.0
0,45,85,75,30,2,30,0,18,2,21,1.0,1.05,2.0,50,33,3.0,16.93
5,20,105,45,50,0,90,5,18,7,7,0.5,1.2,5.0,33,33,3.0,29.69
0,45,75,75,50,0,90,5,33,0,45,1.0,1.05,5.0,33,50,1.5,0.0
30,45,95,55,70,2,30,20,40,2,7,0.5,1.2,4.0,33,15,1.5,0.28
30,10,60,65,50,10,30,5,25,2,45,0.5,0.85,2.0,50,50,6.0,0.0
0,45,105,45,90,2,30,20,33,0,90,0.5,0.85,4.0,50,33,1.5,0.61
15,45,75,65,30,10,30,0,25,2,21,0.0,0.85,2.0,15,50,3.0,0.0
60,45,95,45,70,10,60,5,40,7,45,0.5,1.05,6.0,33,50,6.0,1.4
15,30,75,65,50,25,60,20,40,2,90,0.5,1.2,2.0,33,15,3.0,0.0
5,10,75,65,70,10,0,20,18,7,45,1.0,1.05,2.0,33,15,3.0,3.05
15,45,95,65,90,2,0,0,18,4,45,0.0,0.85,5.0,50,50,1.5,16.15
15,20,95,45,70,0,60,20,25,1,21,0.5,0.6,5.0,33,33,1.5,0.0
60,45,75,75,50,0,0,0,18,4,45,0.0,0.85,2.0,15,33,6.0,0.0
60,45,60,65,70,2,30,5,33,1,90,1.0,1.2,5.0,33,50,6.0,0.45
0,45,75,55,30,25,60,20,25,1,90,0.5,1.2,4.0,50,33,3.0,1.84
15,45,75,55,90,0,0,5,18,0,45,0.0,1.2,2.0,15,33,3.0,0.0
0,10,60,55,90,2,30,0,33,1,45,0.5,0.85,2.0,33,15,6.0,0.69
15,20,105,45,50,25,0,5,25,0,21,0.0,0.85,6.0,50,33,3.0,0.0
30,20,60,55,90,2,60,0,33,7,45,1.0,0.85,4.0,15,15,1.5,0.61
30,20,105,55,50,0,60,5,40,1,45,0.0,0.85,4.0,33,33,1.5,0.0
30,45,60,45,90,0,30,5,40,0,21,0.0,1.2,2.0,15,15,3.0,0.0
0,20,95,45,70,2,30,20,18,4,90,1.0,1.05,5.0,33,33,1.5,4.3
5,20,75,55,50,2,30,20,18,0,45,0.5,0.85,5.0,50,50,6.0,0.75
60,20,75,55,70,25,0,5,25,7,45,0.0,1.05,2.0,33,15,6.0,0.14
5,10,60,45,70,25,90,5,18,1,7,0.5,1.05,4.0,50,33,1.5,0.0
60,30,75,45,30,2,90,0,40,0,45,1.0,1.2,4.0,50,50,3.0,0.0
15,30,95,45,70,10,60,20,18,1,7,0.5,0.6,6.0,50,33,1.5,0.0
0,30,85,75,70,0,0,20,40,7,21,1.0,1.05,6.0,50,33,3.0,11.32
0,20,60,65,50,25,30,20,18,0,90,0.0,0.85,2.0,15,33,1.5,0.0
5,20,95,75,90,25,90,0,40,1,7,0.0,1.2,6.0,33,15,1.5,0.56
5,20,95,75,30,25,60,20,40,7,90,0.5,0.85,4.0,50,50,6.0,4.48
15,20,60,45,90,10,60,0,18,7,45,0.0,0.85,2.0,15,15,1.5,9.74
0,30,95,75,70,10,90,5,40,0,7,0.0,0.85,6.0,50,33,3.0,0.13
15,30,105,75,90,25,60,20,40,7,90,0.5,0.6,6.0,15,33,3.0,4.99
15,30,60,45,90,2,60,5,25,4,21,0.0,1.2,5.0,50,33,6.0,10.45
5,45,95,45,30,10,30,20,40,1,45,0.0,0.6,5.0,50,33,6.0,0.74
0,20,105,55,90,25,30,5,33,1,7,0.5,1.05,5.0,50,33,3.0,1.15
15,45,95,55,70,10,60,5,25,2,45,0.0,1.05,2.0,33,50,6.0,0.49
5,30,85,75,70,2,60,5,33,0,21,0.0,0.85,2.0,50,33,6.0,0.0
30,20,105,75,50,10,0,0,25,0,7,1.0,1.2,4.0,15,50,1.5,0.43
0,45,85,65,70,2,60,20,40,2,45,0.5,0.85,4.0,15,15,1.5,3.83
0,30,85,75,70,25,0,0,25,7,7,0.0,0.85,5.0,15,15,1.5,7.3
15,45,85,75,50,10,60,20,40,0,90,0.0,0.85,2.0,33,50,3.0,0.96
60,30,75,65,70,25,90,0,18,0,21,1.0,1.05,2.0,15,33,1.5,0.19
5,10,75,55,70,25,60,0,33,4,21,1.0,0.6,2.0,33,15,6.0,1.59
30,45,105,75,30,0,60,20,25,7,45,0.5,0.6,4.0,50,15,6.0,3.81
15,10,95,65,50,0,60,0,33,0,21,0.0,1.05,2.0,15,15,6.0,0.0
60,30,95,75,70,2,90,5,25,1,21,0.0,0.85,4.0,15,15,1.5,0.34
0,20,75,45,50,0,30,0,33,4,90,0.5,0.6,2.0,50,33,3.0,8.26
15,10,95,75,50,25,60,5,25,0,21,0.5,1.05,4.0,15,15,1.5,0.69
60,30,95,55,50,0,30,5,25,0,21,1.0,1.05,6.0,15,50,6.0,0.0
0,10,95,55,50,2,60,0,33,0,90,1.0,1.2,5.0,50,50,3.0,0.0
30,45,85,65,90,0,30,5,18,4,45,1.0,0.85,6.0,15,50,3.0,0.0
5,30,105,45,50,2,60,20,18,7,45,0.5,1.2,5.0,50,33,6.0,13.41
5,45,75,55,90,0,30,0,25,0,7,0.0,0.6,6.0,50,15,1.5,0.0
15,45,105,45,30,25,0,5,33,0,21,1.0,0.85,5.0,15,50,6.0,0.0
5,30,60,75,30,2,30,0,40,4,45,0.0,0.85,6.0,15,15,1.5,12.89
15,30,75,55,30,25,30,5,33,2,90,0.0,0.85,2.0,50,50,1.5,0.12
15,45,60,65,90,10,0,5,40,0,21,0.0,1.05,6.0,50,50,3.0,0.4
0,30,75,75,90,10,30,5,40,1,21,1.0,1.05,6.0,15,33,1.5,1.78
15,20,75,65,50,0,90,0,40,2,7,0.0,0.85,2.0,50,33,6.0,0.17
5,20,105,65,30,0,60,5,25,0,21,1.0,1.05,5.0,50,50,6.0,0.0
30,20,95,55,70,2,0,5,40,0,45,1.0,1.05,2.0,50,50,6.0,0.31
15,10,75,55,30,2,0,0,33,7,21,1.0,0.85,2.0,50,15,1.5,9.1
5,10,85,65,30,10,30,5,40,7,90,0.5,1.05,2.0,15,50,1.5,5.13
60,30,85,45,90,10,60,0,18,0,90,0.0,1.2,6.0,50,50,3.0,0.01
15,45,95,65,90,10,0,20,40,1,21,0.5,0.85,2.0,50,15,6.0,0.43
30,20,75,45,50,2,0,5,18,0,45,0.0,1.05,4.0,15,33,6.0,0.0
60,10,60,75,90,2,90,20,33,7,7,1.0,0.85,4.0,15,50,6.0,0.05
0,10,75,75,90,25,0,20,25,0,7,0.0,1.05,4.0,50,15,6.0,0.0
5,10,60,65,30,10,30,5,25,7,21,1.0,0.6,5.0,50,50,1.5,3.66
30,20,105,45,30,25,90,20,40,1,90,0.5,0.85,4.0,15,50,1.5,0.44
30,20,75,75,90,0,60,20,18,7,90,0.0,1.2,6.0,15,15,3.0,1.6
60,30,60,45,30,2,30,20,25,1,21,1.0,0.85,2.0,50,50,6.0,0.0
5,45,105,45,90,10,0,5,40,4,90,0.0,0.6,6.0,50,50,3.0,7.67
60,20,60,45,70,2,0,20,25,4,90,0.5,0.6,6.0,50,50,1.5,0.0
60,20,105,65,70,25,30,20,18,1,90,0.5,1.05,6.0,50,33,1.5,0.54
60,30,105,45,50,10,90,0,33,7,21,0.5,1.05,4.0,50,33,6.0,0.0
30,30,75,45,90,10,90,0,40,4,45,0.0,1.2,6.0,33,15,6.0,0.28
0,45,85,75,70,10,60,5,33,0,21,1.0,1.05,2.0,33,33,1.5,0.0
15,20,95,45,90,10,0,5,33,2,7,1.0,0.85,6.0,15,33,1.5,0.54
0,10,75,75,50,25,0,5,40,2,7,0.0,0.85,5.0,50,33,3.0,0.0
0,20,60,65,90,10,30,20,40,2,7,1.0,1.05,6.0,15,15,1.5,1.84
30,30,60,45,30,2,0,20,33,4,90,0.0,1.05,4.0,15,33,3.0,0.0
60,20,95,65,90,25,0,20,40,0,7,1.0,1.2,4.0,33,50,1.5,0.62
0,10,75,75,70,0,0,0,33,2,45,0.5,0.85,2.0,33,33,3.0,2.16
60,45,85,55,70,0,90,0,25,0,45,0.5,1.2,6.0,15,33,3.0,0.0
5,20,75,45,30,10,30,0,33,4,7,0.5,1.2,5.0,33,33,3.0,8.73
15,30,105,55,90,10,30,0,25,7,21,0.5,0.6,6.0,15,15,3.0,15.05
15,30,75,45,50,0,0,20,25,4,21,1.0,0.85,2.0,15,50,3.0,2.53
5,45,95,55,90,10,30,20,33,7,45,1.0,1.05,5.0,15,15,6.0,19.29
15,20,85,55,70,0,90,0,33,4,45,1.0,0.6,6.0,15,15,3.0,0.53
0,30,85,45,70,25,90,5,33,4,21,0.5,0.85,5.0,15,33,3.0,4.3
60,30,60,75,30,10,60,20,40,1,45,0.5,0.85,2.0,33,15,3.0,0.0
5,10,105,55,90,0,0,20,25,1,21,0.5,0.6,6.0,50,50,1.5,0.0
60,10,85,55,90,25,30,0,33,7,90,0.0,1.05,2.0,33,15,1.5,0.0
15,20,85,55,90,0,0,20,18,2,90,1.0,1.2,4.0,33,33,3.0,0.14
30,10,95,75,90,2,90,20,18,2,21,0.0,1.2,4.0,50,50,6.0,0.0
30,30,85,45,30,0,0,0,33,4,21,1.0,0.6,4.0,50,50,3.0,0.49
5,10,60,75,70,10,30,20,33,4,45,1.0,1.05,6.0,50,33,3.0,2.48
15,45,85,65,50,0,0,0,25,0,90,1.0,1.2,2.0,15,33,6.0,0.97
60,20,105,75,30,25,0,5,33,2,45,0.0,1.05,4.0,33,33,1.5,0.0
60,10,60,55,50,0,30,20,33,4,7,0.0,0.85,6.0,50,15,3.0,0.0
15,10,60,55,30,25,90,20,18,2,45,0.0,1.2,6.0,50,15,1.5,0.21
15,10,95,45,70,2,30,20,40,0,7,0.0,0.85,2.0,15,15,6.0,0.0
5,45,85,55,70,10,0,0,40,0,7,1.0,1.05,2.0,50,50,1.5,0.43
5,30,75,75,50,25,0,5,40,1,90,0.5,0.85,6.0,15,15,6.0,0.3
15,45,105,55,50,10,30,20,18,0,45,1.0,1.05,6.0,15,33,6.0,0.53
5,10,85,75,90,2,90,20,25,2,45,0.0,0.6,6.0,33,15,3.0,0.05
60,10,75,55,90,25,30,5,18,1,90,1.0,1.2,6.0,15,33,1.5,0.0
30,30,85,45,90,0,0,0,40,2,21,0.5,1.05,6.0,33,15,3.0,0.58
0,10,75,45,50,25,30,0,33,1,90,0.5,0.85,6.0,15,50,1.5,0.32
15,45,60,55,70,2,0,20,40,7,7,0.5,1.2,6.0,33,50,6.0,15.62
60,10,105,55,50,10,90,5,33,2,7,1.0,0.85,5.0,50,50,3.0,0.38
30,30,75,45,90,0,0,5,33,0,21,0.5,0.85,2.0,50,33,1.5,0.44
60,45,95,65,50,2,30,5,33,4,90,0.0,1.05,2.0,15,50,1.5,0.0
0,30,75,75,30,2,30,5,25,2,45,0.0,0.6,5.0,15,50,1.5,3.27
5,10,105,45,70,25,90,0,18,2,45,0.0,0.6,2.0,50,50,3.0,0.0
15,10,105,55,50,10,60,0,18,0,90,1.0,1.05,2.0,50,15,1.5,0.0
15,45,60,75,50,25,60,20,40,1,21,0.0,1.05,2.0,33,33,1.5,0.03
5,20,95,45,30,0,0,0,33,4,90,0.0,1.2,4.0,15,33,1.5,16.53
5,45,95,55,30,2,0,0,33,1,90,0.5,0.85,2.0,50,33,1.5,2.6
0,10,85,75,90,10,0,0,18,4,21,0.0,1.05,2.0,15,33,1.5,4.3
60,45,60,55,30,25,30,0,18,0,21,1.0,1.2,2.0,50,50,3.0,0.55
30,20,75,45,30,10,60,20,33,4,7,0.5,0.6,4.0,50,15,3.0,0.0
0,45,85,65,50,25,0,0,25,2,45,0.0,0.85,5.0,15,15,6.0,2.78
5,20,105,65,30,2,0,20,33,2,90,0.5,0.85,6.0,50,15,1.5,1.61
5,45,85,65,30,2,30,5,40,0,90,1.0,1.05,2.0,50,15,3.0,0.89
15,30,60,75,30,2,0,0,18,2,7,0.0,1.2,6.0,50,33,6.0,0.0
60,45,85,75,90,25,30,0,40,4,7,0.0,1.05,5.0,33,33,1.5,0.0
60,10,105,45,30,25,60,20,25,0,90,0.5,0.6,2.0,33,50,6.0,0.0
60,20,95,55,50,10,30,5,33,7,90,0.5,1.2,2.0,50,15,1.5,0.21
30,30,85,75,50,2,0,0,18,1,21,1.0,1.2,4.0,15,33,3.0,1.28
0,20,75,45,30,0,0,20,40,1,45,1.0,1.2,6.0,15,50,1.5,1.08
60,10,60,65,30,25,0,0,18,4,21,0.0,0.85,6.0,15,33,6.0,0.0
60,45,105,45,90,0,60,5,18,7,90,0.5,1.05,6.0,15,15,1.5,2.16
60,30,75,55,90,0,0,20,25,4,7,0.0,0.6,5.0,15,50,6.0,0.1
60,30,85,65,50,10,30,0,25,2,7,0.0,1.05,4.0,33,15,3.0,0.0
15,45,105,65,70,10,90,5,40,1,7,0.0,0.6,4.0,33,50,6.0,0.06
0,20,105,45,50,2,30,20,40,7,45,0.0,0.85,6.0,15,15,6.0,4.93
30,30,85,55,90,2,60,20,25,4,45,0.0,0.85,5.0,33,15,1.5,0.86
15,10,75,45,50,10,0,20,18,4,7,1.0,0.85,5.0,33,50,1.5,0.0
30,10,60,45,90,2,30,0,33,4,90,0.0,0.6,2.0,15,50,1.5,0.98
60,20,95,45,30,0,30,0,25,7,90,0.0,1.05,2.0,15,15,6.0,1.0
15,10,95,75,90,10,30,20,33,2,90,1.0,0.6,5.0,50,15,1.5,0.0
30,45,75,65,90,0,0,20,18,2,21,0.0,1.05,6.0,50,50,6.0,1.28
15,45,75,65,50,10,90,0,40,4,21,0.0,1.05,2.0,50,50,1.5,11.86
30,20,95,75,30,25,90,20,40,2,90,0.0,0.85,5.0,15,50,3.0,0.38
60,45,105,65,70,25,90,0,25,7,7,1.0,0.85,5.0,15,15,3.0,0.0
0,30,105,75,70,2,30,0,33,2,21,0.5,0.6,5.0,50,33,6.0,7.09
0,20,60,65,90,10,60,0,33,2,21,0.0,1.2,5.0,33,50,1.5,3.48
0,10,105,75,50,0,30,5,25,0,90,0.0,1.05,4.0,33,50,6.0,0.14
60,20,60,65,90,0,90,5,33,0,45,0.0,0.6,2.0,15,15,1.5,0.0
15,30,75,65,30,2,30,0,18,4,7,0.5,1.2,2.0,15,33,1.5,15.01
60,45,60,45,50,2,0,20,25,0,90,1.0,0.6,2.0,15,33,1.5,0.48
0,20,85,75,30,2,0,20,40,0,90,1.0,1.2,2.0,50,15,6.0,0.05
5,30,105,45,70,0,60,20,40,7,45,0.5,0.6,2.0,15,15,3.0,5.69
15,20,85,55,30,0,90,0,40,7,7,0.5,0.85,6.0,50,15,6.0,20.28
30,10,95,45,30,25,30,0,25,7,90,0.5,1.2,6.0,15,50,1.5,0.24
30,30,75,45,90,25,0,0,25,2,7,1.0,1.05,5.0,33,50,1.5,0.72
15,20,75,55,90,2,30,0,40,7,7,0.5,1.2,5.0,33,33,3.0,24.4
30,10,95,75,70,0,90,20,18,1,45,1.0,0.85,2.0,33,15,6.0,0.38
15,20,95,45,30,25,0,0,25,2,7,1.0,1.05,4.0,33,15,6.0,0.34
0,20,105,55,70,10,0,0,18,0,45,0.0,1.2,2.0,15,33,1.5,0.22
0,45,95,65,90,10,90,20,25,1,45,0.0,1.05,2.0,15,15,3.0,2.09
0,10,85,75,90,10,30,5,40,0,45,0.5,0.85,5.0,33,50,1.5,0.56
30,45,85,45,50,2,60,20,40,7,7,0.5,1.05,5.0,15,33,6.0,10.53
0,45,75,55,90,0,30,5,33,4,45,0.5,1.2,6.0,33,15,1.5,28.05
0,45,75,45,90,0,60,5,33,4,21,0.5,0.6,4.0,15,33,3.0,14.61
